trip_type,slug,trip_title,start_date,variant_name,price_inr
domestic,leh-to-leh-with-turtuk-6n,Leh to Leh with Turtuk 6N,2026-04-09,SIC (Seat in Coach) - Double Sharing,25000
domestic,leh-to-leh-with-turtuk-6n,Leh to Leh with Turtuk 6N,2026-04-09,SIC (Seat in Coach) - Triple Sharing,22000
domestic,leh-to-leh-with-turtuk-6n,Leh to Leh with Turtuk 6N,2026-04-12,RE Himalayan - Pillion - Double Sharing,28000
domestic,leh-to-leh-with-turtuk-6n,Leh to Leh with Turtuk 6N,2026-04-12,RE Himalayan - Pillion - Triple Sharing,25000
domestic,leh-to-leh-with-turtuk-6n,Leh to Leh with Turtuk 6N,2026-04-12,RE Himalayan - Solo - Double Sharing,33000
domestic,leh-to-leh-with-turtuk-6n,Leh to Leh with Turtuk 6N,2026-04-12,RE Himalayan - Solo - Triple Sharing,30000
domestic,leh-to-leh-with-turtuk-6n,Leh to Leh with Turtuk 6N,2026-04-12,SIC (Seat in Coach) - Double Sharing,25000
domestic,leh-to-leh-with-turtuk-6n,Leh to Leh with Turtuk 6N,2026-04-12,SIC (Seat in Coach) - Triple Sharing,22000
domestic,leh-to-leh-with-turtuk-6n,Leh to Leh with Turtuk 6N,2026-04-14,RE Himalayan - Pillion - Double Sharing,28000
domestic,leh-to-leh-with-turtuk-6n,Leh to Leh with Turtuk 6N,2026-04-14,RE Himalayan - Pillion - Triple Sharing,25000
domestic,leh-to-leh-with-turtuk-6n,Leh to Leh with Turtuk 6N,2026-04-14,RE Himalayan - Solo - Double Sharing,33000
domestic,leh-to-leh-with-turtuk-6n,Leh to Leh with Turtuk 6N,2026-04-14,RE Himalayan - Solo - Triple Sharing,30000
domestic,leh-to-leh-with-turtuk-6n,Leh to Leh with Turtuk 6N,2026-04-14,SIC (Seat in Coach) - Double Sharing,25000
domestic,leh-to-leh-with-turtuk-6n,Leh to Leh with Turtuk 6N,2026-04-14,SIC (Seat in Coach) - Triple Sharing,22000
domestic,leh-to-leh-with-turtuk-6n,Leh to Leh with Turtuk 6N,2026-04-16,RE Himalayan - Pillion - Double Sharing,28000
domestic,leh-to-leh-with-turtuk-6n,Leh to Leh with Turtuk 6N,2026-04-16,RE Himalayan - Pillion - Triple Sharing,25000
domestic,leh-to-leh-with-turtuk-6n,Leh to Leh with Turtuk 6N,2026-04-16,RE Himalayan - Solo - Double Sharing,33000
domestic,leh-to-leh-with-turtuk-6n,Leh to Leh with Turtuk 6N,2026-04-16,RE Himalayan - Solo - Triple Sharing,30000
domestic,leh-to-leh-with-turtuk-6n,Leh to Leh with Turtuk 6N,2026-04-16,SIC (Seat in Coach) - Double Sharing,25000
domestic,leh-to-leh-with-turtuk-6n,Leh to Leh with Turtuk 6N,2026-04-16,SIC (Seat in Coach) - Triple Sharing,22000
domestic,leh-to-leh-with-turtuk-6n,Leh to Leh with Turtuk 6N,2026-05-03,RE Himalayan - Pillion - Double Sharing,28000
domestic,leh-to-leh-with-turtuk-6n,Leh to Leh with Turtuk 6N,2026-05-03,RE Himalayan - Pillion - Triple Sharing,25000
domestic,leh-to-leh-with-turtuk-6n,Leh to Leh with Turtuk 6N,2026-05-03,RE Himalayan - Solo - Double Sharing,33000
domestic,leh-to-leh-with-turtuk-6n,Leh to Leh with Turtuk 6N,2026-05-03,RE Himalayan - Solo - Triple Sharing,30000
domestic,leh-to-leh-with-turtuk-6n,Leh to Leh with Turtuk 6N,2026-05-03,SIC (Seat in Coach) - Double Sharing,25000
domestic,leh-to-leh-with-turtuk-6n,Leh to Leh with Turtuk 6N,2026-05-03,SIC (Seat in Coach) - Triple Sharing,22000
domestic,leh-to-leh-with-turtuk-6n,Leh to Leh with Turtuk 6N,2026-05-05,RE Himalayan - Pillion - Double Sharing,28000
domestic,leh-to-leh-with-turtuk-6n,Leh to Leh with Turtuk 6N,2026-05-05,RE Himalayan - Pillion - Triple Sharing,25000
domestic,leh-to-leh-with-turtuk-6n,Leh to Leh with Turtuk 6N,2026-05-05,RE Himalayan - Solo - Double Sharing,33000
domestic,leh-to-leh-with-turtuk-6n,Leh to Leh with Turtuk 6N,2026-05-05,RE Himalayan - Solo - Triple Sharing,30000
domestic,leh-to-leh-with-turtuk-6n,Leh to Leh with Turtuk 6N,2026-05-05,SIC (Seat in Coach) - Double Sharing,25000
domestic,leh-to-leh-with-turtuk-6n,Leh to Leh with Turtuk 6N,2026-05-05,SIC (Seat in Coach) - Triple Sharing,22000
domestic,leh-to-leh-with-turtuk-6n,Leh to Leh with Turtuk 6N,2026-05-07,RE Himalayan - Pillion - Double Sharing,28000
domestic,leh-to-leh-with-turtuk-6n,Leh to Leh with Turtuk 6N,2026-05-07,RE Himalayan - Pillion - Triple Sharing,25000
domestic,leh-to-leh-with-turtuk-6n,Leh to Leh with Turtuk 6N,2026-05-07,RE Himalayan - Solo - Double Sharing,33000
domestic,leh-to-leh-with-turtuk-6n,Leh to Leh with Turtuk 6N,2026-05-07,RE Himalayan - Solo - Triple Sharing,30000
domestic,leh-to-leh-with-turtuk-6n,Leh to Leh with Turtuk 6N,2026-05-07,SIC (Seat in Coach) - Double Sharing,25000
domestic,leh-to-leh-with-turtuk-6n,Leh to Leh with Turtuk 6N,2026-05-07,SIC (Seat in Coach) - Triple Sharing,22000
domestic,leh-to-leh-with-turtuk-6n,Leh to Leh with Turtuk 6N,2026-05-10,RE Himalayan - Pillion - Double Sharing,28000
domestic,leh-to-leh-with-turtuk-6n,Leh to Leh with Turtuk 6N,2026-05-10,RE Himalayan - Pillion - Triple Sharing,25000
domestic,leh-to-leh-with-turtuk-6n,Leh to Leh with Turtuk 6N,2026-05-10,RE Himalayan - Solo - Double Sharing,33000
domestic,leh-to-leh-with-turtuk-6n,Leh to Leh with Turtuk 6N,2026-05-10,RE Himalayan - Solo - Triple Sharing,30000
domestic,leh-to-leh-with-turtuk-6n,Leh to Leh with Turtuk 6N,2026-05-10,SIC (Seat in Coach) - Double Sharing,25000
domestic,leh-to-leh-with-turtuk-6n,Leh to Leh with Turtuk 6N,2026-05-10,SIC (Seat in Coach) - Triple Sharing,22000
domestic,leh-to-leh-with-turtuk-6n,Leh to Leh with Turtuk 6N,2026-05-12,RE Himalayan - Pillion - Double Sharing,28000
domestic,leh-to-leh-with-turtuk-6n,Leh to Leh with Turtuk 6N,2026-05-12,RE Himalayan - Pillion - Triple Sharing,25000
domestic,leh-to-leh-with-turtuk-6n,Leh to Leh with Turtuk 6N,2026-05-12,RE Himalayan - Solo - Double Sharing,33000
domestic,leh-to-leh-with-turtuk-6n,Leh to Leh with Turtuk 6N,2026-05-12,RE Himalayan - Solo - Triple Sharing,30000
domestic,leh-to-leh-with-turtuk-6n,Leh to Leh with Turtuk 6N,2026-05-12,SIC (Seat in Coach) - Double Sharing,25000
domestic,leh-to-leh-with-turtuk-6n,Leh to Leh with Turtuk 6N,2026-05-12,SIC (Seat in Coach) - Triple Sharing,22000
domestic,leh-to-leh-with-turtuk-6n,Leh to Leh with Turtuk 6N,2026-05-14,RE Himalayan - Pillion - Double Sharing,28000
domestic,leh-to-leh-with-turtuk-6n,Leh to Leh with Turtuk 6N,2026-05-14,RE Himalayan - Pillion - Triple Sharing,25000
domestic,leh-to-leh-with-turtuk-6n,Leh to Leh with Turtuk 6N,2026-05-14,RE Himalayan - Solo - Double Sharing,33000
domestic,leh-to-leh-with-turtuk-6n,Leh to Leh with Turtuk 6N,2026-05-14,RE Himalayan - Solo - Triple Sharing,30000
domestic,leh-to-leh-with-turtuk-6n,Leh to Leh with Turtuk 6N,2026-05-14,SIC (Seat in Coach) - Double Sharing,25000
domestic,leh-to-leh-with-turtuk-6n,Leh to Leh with Turtuk 6N,2026-05-14,SIC (Seat in Coach) - Triple Sharing,22000
domestic,leh-to-leh-with-turtuk-6n,Leh to Leh with Turtuk 6N,2026-05-17,RE Himalayan - Pillion - Double Sharing,28000
domestic,leh-to-leh-with-turtuk-6n,Leh to Leh with Turtuk 6N,2026-05-17,RE Himalayan - Pillion - Triple Sharing,25000
domestic,leh-to-leh-with-turtuk-6n,Leh to Leh with Turtuk 6N,2026-05-17,RE Himalayan - Solo - Double Sharing,33000
domestic,leh-to-leh-with-turtuk-6n,Leh to Leh with Turtuk 6N,2026-05-17,RE Himalayan - Solo - Triple Sharing,30000
domestic,leh-to-leh-with-turtuk-6n,Leh to Leh with Turtuk 6N,2026-05-17,SIC (Seat in Coach) - Double Sharing,25000
domestic,leh-to-leh-with-turtuk-6n,Leh to Leh with Turtuk 6N,2026-05-17,SIC (Seat in Coach) - Triple Sharing,22000
domestic,leh-to-leh-with-turtuk-6n,Leh to Leh with Turtuk 6N,2026-05-19,RE Himalayan - Pillion - Double Sharing,28000
domestic,leh-to-leh-with-turtuk-6n,Leh to Leh with Turtuk 6N,2026-05-19,RE Himalayan - Pillion - Triple Sharing,25000
domestic,leh-to-leh-with-turtuk-6n,Leh to Leh with Turtuk 6N,2026-05-19,RE Himalayan - Solo - Double Sharing,33000
domestic,leh-to-leh-with-turtuk-6n,Leh to Leh with Turtuk 6N,2026-05-19,RE Himalayan - Solo - Triple Sharing,30000
domestic,leh-to-leh-with-turtuk-6n,Leh to Leh with Turtuk 6N,2026-05-19,SIC (Seat in Coach) - Double Sharing,25000
domestic,leh-to-leh-with-turtuk-6n,Leh to Leh with Turtuk 6N,2026-05-19,SIC (Seat in Coach) - Triple Sharing,22000
domestic,leh-to-leh-with-turtuk-6n,Leh to Leh with Turtuk 6N,2026-05-21,RE Himalayan - Pillion - Double Sharing,28000
domestic,leh-to-leh-with-turtuk-6n,Leh to Leh with Turtuk 6N,2026-05-21,RE Himalayan - Pillion - Triple Sharing,25000
domestic,leh-to-leh-with-turtuk-6n,Leh to Leh with Turtuk 6N,2026-05-21,RE Himalayan - Solo - Double Sharing,33000
domestic,leh-to-leh-with-turtuk-6n,Leh to Leh with Turtuk 6N,2026-05-21,RE Himalayan - Solo - Triple Sharing,30000
domestic,leh-to-leh-with-turtuk-6n,Leh to Leh with Turtuk 6N,2026-05-21,SIC (Seat in Coach) - Double Sharing,25000
domestic,leh-to-leh-with-turtuk-6n,Leh to Leh with Turtuk 6N,2026-05-21,SIC (Seat in Coach) - Triple Sharing,22000
domestic,leh-to-leh-with-turtuk-6n,Leh to Leh with Turtuk 6N,2026-05-24,RE Himalayan - Pillion - Double Sharing,28000
domestic,leh-to-leh-with-turtuk-6n,Leh to Leh with Turtuk 6N,2026-05-24,RE Himalayan - Pillion - Triple Sharing,25000
domestic,leh-to-leh-with-turtuk-6n,Leh to Leh with Turtuk 6N,2026-05-24,RE Himalayan - Solo - Double Sharing,33000
domestic,leh-to-leh-with-turtuk-6n,Leh to Leh with Turtuk 6N,2026-05-24,RE Himalayan - Solo - Triple Sharing,30000
domestic,leh-to-leh-with-turtuk-6n,Leh to Leh with Turtuk 6N,2026-05-24,SIC (Seat in Coach) - Double Sharing,25000
domestic,leh-to-leh-with-turtuk-6n,Leh to Leh with Turtuk 6N,2026-05-24,SIC (Seat in Coach) - Triple Sharing,22000
domestic,leh-to-leh-with-turtuk-6n,Leh to Leh with Turtuk 6N,2026-05-26,RE Himalayan - Pillion - Double Sharing,28000
domestic,leh-to-leh-with-turtuk-6n,Leh to Leh with Turtuk 6N,2026-05-26,RE Himalayan - Pillion - Triple Sharing,25000
domestic,leh-to-leh-with-turtuk-6n,Leh to Leh with Turtuk 6N,2026-05-26,RE Himalayan - Solo - Double Sharing,33000
domestic,leh-to-leh-with-turtuk-6n,Leh to Leh with Turtuk 6N,2026-05-26,RE Himalayan - Solo - Triple Sharing,30000
domestic,leh-to-leh-with-turtuk-6n,Leh to Leh with Turtuk 6N,2026-05-26,SIC (Seat in Coach) - Double Sharing,25000
domestic,leh-to-leh-with-turtuk-6n,Leh to Leh with Turtuk 6N,2026-05-26,SIC (Seat in Coach) - Triple Sharing,22000
domestic,leh-to-leh-with-turtuk-6n,Leh to Leh with Turtuk 6N,2026-05-28,RE Himalayan - Pillion - Double Sharing,28000
domestic,leh-to-leh-with-turtuk-6n,Leh to Leh with Turtuk 6N,2026-05-28,RE Himalayan - Pillion - Triple Sharing,25000
domestic,leh-to-leh-with-turtuk-6n,Leh to Leh with Turtuk 6N,2026-05-28,RE Himalayan - Solo - Double Sharing,33000
domestic,leh-to-leh-with-turtuk-6n,Leh to Leh with Turtuk 6N,2026-05-28,RE Himalayan - Solo - Triple Sharing,30000
domestic,leh-to-leh-with-turtuk-6n,Leh to Leh with Turtuk 6N,2026-05-28,SIC (Seat in Coach) - Double Sharing,25000
domestic,leh-to-leh-with-turtuk-6n,Leh to Leh with Turtuk 6N,2026-05-28,SIC (Seat in Coach) - Triple Sharing,22000
domestic,leh-to-leh-with-turtuk-6n,Leh to Leh with Turtuk 6N,2026-05-30,RE Himalayan - Pillion - Double Sharing,28000
domestic,leh-to-leh-with-turtuk-6n,Leh to Leh with Turtuk 6N,2026-05-30,RE Himalayan - Pillion - Triple Sharing,25000
domestic,leh-to-leh-with-turtuk-6n,Leh to Leh with Turtuk 6N,2026-05-30,RE Himalayan - Solo - Double Sharing,33000
domestic,leh-to-leh-with-turtuk-6n,Leh to Leh with Turtuk 6N,2026-05-30,RE Himalayan - Solo - Triple Sharing,30000
domestic,leh-to-leh-with-turtuk-6n,Leh to Leh with Turtuk 6N,2026-05-30,SIC (Seat in Coach) - Double Sharing,25000
domestic,leh-to-leh-with-turtuk-6n,Leh to Leh with Turtuk 6N,2026-05-30,SIC (Seat in Coach) - Triple Sharing,22000
domestic,leh-to-leh-with-turtuk-6n,Leh to Leh with Turtuk 6N,2026-06-01,RE Himalayan - Pillion - Double Sharing,28000
domestic,leh-to-leh-with-turtuk-6n,Leh to Leh with Turtuk 6N,2026-06-01,RE Himalayan - Pillion - Triple Sharing,25000
domestic,leh-to-leh-with-turtuk-6n,Leh to Leh with Turtuk 6N,2026-06-01,RE Himalayan - Solo - Double Sharing,33000
domestic,leh-to-leh-with-turtuk-6n,Leh to Leh with Turtuk 6N,2026-06-01,RE Himalayan - Solo - Triple Sharing,30000
domestic,leh-to-leh-with-turtuk-6n,Leh to Leh with Turtuk 6N,2026-06-01,SIC (Seat in Coach) - Double Sharing,25000
domestic,leh-to-leh-with-turtuk-6n,Leh to Leh with Turtuk 6N,2026-06-01,SIC (Seat in Coach) - Triple Sharing,22000
domestic,leh-to-leh-with-turtuk-6n,Leh to Leh with Turtuk 6N,2026-06-06,RE Himalayan - Pillion - Double Sharing,28000
domestic,leh-to-leh-with-turtuk-6n,Leh to Leh with Turtuk 6N,2026-06-06,RE Himalayan - Pillion - Triple Sharing,25000
domestic,leh-to-leh-with-turtuk-6n,Leh to Leh with Turtuk 6N,2026-06-06,RE Himalayan - Solo - Double Sharing,33000
domestic,leh-to-leh-with-turtuk-6n,Leh to Leh with Turtuk 6N,2026-06-06,RE Himalayan - Solo - Triple Sharing,30000
domestic,leh-to-leh-with-turtuk-6n,Leh to Leh with Turtuk 6N,2026-06-06,SIC (Seat in Coach) - Double Sharing,25000
domestic,leh-to-leh-with-turtuk-6n,Leh to Leh with Turtuk 6N,2026-06-06,SIC (Seat in Coach) - Triple Sharing,22000
domestic,leh-to-leh-with-turtuk-6n,Leh to Leh with Turtuk 6N,2026-06-08,RE Himalayan - Pillion - Double Sharing,28000
domestic,leh-to-leh-with-turtuk-6n,Leh to Leh with Turtuk 6N,2026-06-08,RE Himalayan - Pillion - Triple Sharing,25000
domestic,leh-to-leh-with-turtuk-6n,Leh to Leh with Turtuk 6N,2026-06-08,RE Himalayan - Solo - Double Sharing,33000
domestic,leh-to-leh-with-turtuk-6n,Leh to Leh with Turtuk 6N,2026-06-08,RE Himalayan - Solo - Triple Sharing,30000
domestic,leh-to-leh-with-turtuk-6n,Leh to Leh with Turtuk 6N,2026-06-08,SIC (Seat in Coach) - Double Sharing,25000
domestic,leh-to-leh-with-turtuk-6n,Leh to Leh with Turtuk 6N,2026-06-08,SIC (Seat in Coach) - Triple Sharing,22000
domestic,leh-to-leh-with-turtuk-6n,Leh to Leh with Turtuk 6N,2026-06-13,RE Himalayan - Pillion - Double Sharing,28000
domestic,leh-to-leh-with-turtuk-6n,Leh to Leh with Turtuk 6N,2026-06-13,RE Himalayan - Pillion - Triple Sharing,25000
domestic,leh-to-leh-with-turtuk-6n,Leh to Leh with Turtuk 6N,2026-06-13,RE Himalayan - Solo - Double Sharing,33000
domestic,leh-to-leh-with-turtuk-6n,Leh to Leh with Turtuk 6N,2026-06-13,RE Himalayan - Solo - Triple Sharing,30000
domestic,leh-to-leh-with-turtuk-6n,Leh to Leh with Turtuk 6N,2026-06-13,SIC (Seat in Coach) - Double Sharing,25000
domestic,leh-to-leh-with-turtuk-6n,Leh to Leh with Turtuk 6N,2026-06-13,SIC (Seat in Coach) - Triple Sharing,22000
domestic,leh-to-leh-with-turtuk-6n,Leh to Leh with Turtuk 6N,2026-06-15,RE Himalayan - Pillion - Double Sharing,28000
domestic,leh-to-leh-with-turtuk-6n,Leh to Leh with Turtuk 6N,2026-06-15,RE Himalayan - Pillion - Triple Sharing,25000
domestic,leh-to-leh-with-turtuk-6n,Leh to Leh with Turtuk 6N,2026-06-15,RE Himalayan - Solo - Double Sharing,33000
domestic,leh-to-leh-with-turtuk-6n,Leh to Leh with Turtuk 6N,2026-06-15,RE Himalayan - Solo - Triple Sharing,30000
domestic,leh-to-leh-with-turtuk-6n,Leh to Leh with Turtuk 6N,2026-06-15,SIC (Seat in Coach) - Double Sharing,25000
domestic,leh-to-leh-with-turtuk-6n,Leh to Leh with Turtuk 6N,2026-06-15,SIC (Seat in Coach) - Triple Sharing,22000
domestic,leh-to-leh-with-turtuk-6n,Leh to Leh with Turtuk 6N,2026-06-20,RE Himalayan - Pillion - Double Sharing,28000
domestic,leh-to-leh-with-turtuk-6n,Leh to Leh with Turtuk 6N,2026-06-20,RE Himalayan - Pillion - Triple Sharing,25000
domestic,leh-to-leh-with-turtuk-6n,Leh to Leh with Turtuk 6N,2026-06-20,RE Himalayan - Solo - Double Sharing,33000
domestic,leh-to-leh-with-turtuk-6n,Leh to Leh with Turtuk 6N,2026-06-20,RE Himalayan - Solo - Triple Sharing,30000
domestic,leh-to-leh-with-turtuk-6n,Leh to Leh with Turtuk 6N,2026-06-20,SIC (Seat in Coach) - Double Sharing,25000
domestic,leh-to-leh-with-turtuk-6n,Leh to Leh with Turtuk 6N,2026-06-20,SIC (Seat in Coach) - Triple Sharing,22000
domestic,leh-to-leh-with-turtuk-6n,Leh to Leh with Turtuk 6N,2026-06-22,RE Himalayan - Pillion - Double Sharing,28000
domestic,leh-to-leh-with-turtuk-6n,Leh to Leh with Turtuk 6N,2026-06-22,RE Himalayan - Pillion - Triple Sharing,25000
domestic,leh-to-leh-with-turtuk-6n,Leh to Leh with Turtuk 6N,2026-06-22,RE Himalayan - Solo - Double Sharing,33000
domestic,leh-to-leh-with-turtuk-6n,Leh to Leh with Turtuk 6N,2026-06-22,RE Himalayan - Solo - Triple Sharing,30000
domestic,leh-to-leh-with-turtuk-6n,Leh to Leh with Turtuk 6N,2026-06-22,SIC (Seat in Coach) - Double Sharing,25000
domestic,leh-to-leh-with-turtuk-6n,Leh to Leh with Turtuk 6N,2026-06-22,SIC (Seat in Coach) - Triple Sharing,22000
domestic,leh-to-leh-with-turtuk-6n,Leh to Leh with Turtuk 6N,2026-07-04,RE Himalayan - Pillion - Double Sharing,28000
domestic,leh-to-leh-with-turtuk-6n,Leh to Leh with Turtuk 6N,2026-07-04,RE Himalayan - Pillion - Triple Sharing,25000
domestic,leh-to-leh-with-turtuk-6n,Leh to Leh with Turtuk 6N,2026-07-04,RE Himalayan - Solo - Double Sharing,33000
domestic,leh-to-leh-with-turtuk-6n,Leh to Leh with Turtuk 6N,2026-07-04,RE Himalayan - Solo - Triple Sharing,30000
domestic,leh-to-leh-with-turtuk-6n,Leh to Leh with Turtuk 6N,2026-07-04,SIC (Seat in Coach) - Double Sharing,25000
domestic,leh-to-leh-with-turtuk-6n,Leh to Leh with Turtuk 6N,2026-07-04,SIC (Seat in Coach) - Triple Sharing,22000
domestic,leh-to-leh-with-turtuk-6n,Leh to Leh with Turtuk 6N,2026-07-06,RE Himalayan - Pillion - Double Sharing,28000
domestic,leh-to-leh-with-turtuk-6n,Leh to Leh with Turtuk 6N,2026-07-06,RE Himalayan - Pillion - Triple Sharing,25000
domestic,leh-to-leh-with-turtuk-6n,Leh to Leh with Turtuk 6N,2026-07-06,RE Himalayan - Solo - Double Sharing,33000
domestic,leh-to-leh-with-turtuk-6n,Leh to Leh with Turtuk 6N,2026-07-06,RE Himalayan - Solo - Triple Sharing,30000
domestic,leh-to-leh-with-turtuk-6n,Leh to Leh with Turtuk 6N,2026-07-06,SIC (Seat in Coach) - Double Sharing,25000
domestic,leh-to-leh-with-turtuk-6n,Leh to Leh with Turtuk 6N,2026-07-06,SIC (Seat in Coach) - Triple Sharing,22000
domestic,leh-to-leh-with-turtuk-6n,Leh to Leh with Turtuk 6N,2026-07-11,RE Himalayan - Pillion - Double Sharing,28000
domestic,leh-to-leh-with-turtuk-6n,Leh to Leh with Turtuk 6N,2026-07-11,RE Himalayan - Pillion - Triple Sharing,25000
domestic,leh-to-leh-with-turtuk-6n,Leh to Leh with Turtuk 6N,2026-07-11,RE Himalayan - Solo - Double Sharing,33000
domestic,leh-to-leh-with-turtuk-6n,Leh to Leh with Turtuk 6N,2026-07-11,RE Himalayan - Solo - Triple Sharing,30000
domestic,leh-to-leh-with-turtuk-6n,Leh to Leh with Turtuk 6N,2026-07-11,SIC (Seat in Coach) - Double Sharing,25000
domestic,leh-to-leh-with-turtuk-6n,Leh to Leh with Turtuk 6N,2026-07-11,SIC (Seat in Coach) - Triple Sharing,22000
domestic,leh-to-leh-with-turtuk-6n,Leh to Leh with Turtuk 6N,2026-07-13,RE Himalayan - Pillion - Double Sharing,28000
domestic,leh-to-leh-with-turtuk-6n,Leh to Leh with Turtuk 6N,2026-07-13,RE Himalayan - Pillion - Triple Sharing,25000
domestic,leh-to-leh-with-turtuk-6n,Leh to Leh with Turtuk 6N,2026-07-13,RE Himalayan - Solo - Double Sharing,33000
domestic,leh-to-leh-with-turtuk-6n,Leh to Leh with Turtuk 6N,2026-07-13,RE Himalayan - Solo - Triple Sharing,30000
domestic,leh-to-leh-with-turtuk-6n,Leh to Leh with Turtuk 6N,2026-07-13,SIC (Seat in Coach) - Double Sharing,25000
domestic,leh-to-leh-with-turtuk-6n,Leh to Leh with Turtuk 6N,2026-07-13,SIC (Seat in Coach) - Triple Sharing,22000
domestic,leh-to-leh-with-turtuk-6n,Leh to Leh with Turtuk 6N,2026-07-18,RE Himalayan - Pillion - Double Sharing,28000
domestic,leh-to-leh-with-turtuk-6n,Leh to Leh with Turtuk 6N,2026-07-18,RE Himalayan - Pillion - Triple Sharing,25000
domestic,leh-to-leh-with-turtuk-6n,Leh to Leh with Turtuk 6N,2026-07-18,RE Himalayan - Solo - Double Sharing,33000
domestic,leh-to-leh-with-turtuk-6n,Leh to Leh with Turtuk 6N,2026-07-18,RE Himalayan - Solo - Triple Sharing,30000
domestic,leh-to-leh-with-turtuk-6n,Leh to Leh with Turtuk 6N,2026-07-18,SIC (Seat in Coach) - Double Sharing,25000
domestic,leh-to-leh-with-turtuk-6n,Leh to Leh with Turtuk 6N,2026-07-18,SIC (Seat in Coach) - Triple Sharing,22000
domestic,leh-to-leh-with-turtuk-6n,Leh to Leh with Turtuk 6N,2026-07-20,RE Himalayan - Pillion - Double Sharing,28000
domestic,leh-to-leh-with-turtuk-6n,Leh to Leh with Turtuk 6N,2026-07-20,RE Himalayan - Pillion - Triple Sharing,25000
domestic,leh-to-leh-with-turtuk-6n,Leh to Leh with Turtuk 6N,2026-07-20,RE Himalayan - Solo - Double Sharing,33000
domestic,leh-to-leh-with-turtuk-6n,Leh to Leh with Turtuk 6N,2026-07-20,RE Himalayan - Solo - Triple Sharing,30000
domestic,leh-to-leh-with-turtuk-6n,Leh to Leh with Turtuk 6N,2026-07-20,SIC (Seat in Coach) - Double Sharing,25000
domestic,leh-to-leh-with-turtuk-6n,Leh to Leh with Turtuk 6N,2026-07-20,SIC (Seat in Coach) - Triple Sharing,22000
domestic,leh-to-leh-with-turtuk-6n,Leh to Leh with Turtuk 6N,2026-08-01,RE Himalayan - Pillion - Double Sharing,28000
domestic,leh-to-leh-with-turtuk-6n,Leh to Leh with Turtuk 6N,2026-08-01,RE Himalayan - Pillion - Triple Sharing,25000
domestic,leh-to-leh-with-turtuk-6n,Leh to Leh with Turtuk 6N,2026-08-01,RE Himalayan - Solo - Double Sharing,33000
domestic,leh-to-leh-with-turtuk-6n,Leh to Leh with Turtuk 6N,2026-08-01,RE Himalayan - Solo - Triple Sharing,30000
domestic,leh-to-leh-with-turtuk-6n,Leh to Leh with Turtuk 6N,2026-08-01,SIC (Seat in Coach) - Double Sharing,25000
domestic,leh-to-leh-with-turtuk-6n,Leh to Leh with Turtuk 6N,2026-08-01,SIC (Seat in Coach) - Triple Sharing,22000
domestic,leh-to-leh-with-turtuk-6n,Leh to Leh with Turtuk 6N,2026-08-03,RE Himalayan - Pillion - Double Sharing,28000
domestic,leh-to-leh-with-turtuk-6n,Leh to Leh with Turtuk 6N,2026-08-03,RE Himalayan - Pillion - Triple Sharing,25000
domestic,leh-to-leh-with-turtuk-6n,Leh to Leh with Turtuk 6N,2026-08-03,RE Himalayan - Solo - Double Sharing,33000
domestic,leh-to-leh-with-turtuk-6n,Leh to Leh with Turtuk 6N,2026-08-03,RE Himalayan - Solo - Triple Sharing,30000
domestic,leh-to-leh-with-turtuk-6n,Leh to Leh with Turtuk 6N,2026-08-03,SIC (Seat in Coach) - Double Sharing,25000
domestic,leh-to-leh-with-turtuk-6n,Leh to Leh with Turtuk 6N,2026-08-03,SIC (Seat in Coach) - Triple Sharing,22000
domestic,leh-to-leh-with-turtuk-6n,Leh to Leh with Turtuk 6N,2026-08-08,RE Himalayan - Pillion - Double Sharing,28000
domestic,leh-to-leh-with-turtuk-6n,Leh to Leh with Turtuk 6N,2026-08-08,RE Himalayan - Pillion - Triple Sharing,25000
domestic,leh-to-leh-with-turtuk-6n,Leh to Leh with Turtuk 6N,2026-08-08,RE Himalayan - Solo - Double Sharing,33000
domestic,leh-to-leh-with-turtuk-6n,Leh to Leh with Turtuk 6N,2026-08-08,RE Himalayan - Solo - Triple Sharing,30000
domestic,leh-to-leh-with-turtuk-6n,Leh to Leh with Turtuk 6N,2026-08-08,SIC (Seat in Coach) - Double Sharing,25000
domestic,leh-to-leh-with-turtuk-6n,Leh to Leh with Turtuk 6N,2026-08-08,SIC (Seat in Coach) - Triple Sharing,22000
domestic,leh-to-leh-with-turtuk-6n,Leh to Leh with Turtuk 6N,2026-08-10,RE Himalayan - Pillion - Double Sharing,28000
domestic,leh-to-leh-with-turtuk-6n,Leh to Leh with Turtuk 6N,2026-08-10,RE Himalayan - Pillion - Triple Sharing,25000
domestic,leh-to-leh-with-turtuk-6n,Leh to Leh with Turtuk 6N,2026-08-10,RE Himalayan - Solo - Double Sharing,33000
domestic,leh-to-leh-with-turtuk-6n,Leh to Leh with Turtuk 6N,2026-08-10,RE Himalayan - Solo - Triple Sharing,30000
domestic,leh-to-leh-with-turtuk-6n,Leh to Leh with Turtuk 6N,2026-08-10,SIC (Seat in Coach) - Double Sharing,25000
domestic,leh-to-leh-with-turtuk-6n,Leh to Leh with Turtuk 6N,2026-08-10,SIC (Seat in Coach) - Triple Sharing,22000
domestic,leh-to-leh-with-turtuk-6n,Leh to Leh with Turtuk 6N,2026-08-15,RE Himalayan - Pillion - Double Sharing,28000
domestic,leh-to-leh-with-turtuk-6n,Leh to Leh with Turtuk 6N,2026-08-15,RE Himalayan - Pillion - Triple Sharing,25000
