trip_slug,trip_title,date,variant_name,sheet_transport_hint,base_price_supabase,early_bird_discount_supabase,payable_supabase,sheet_original_price,sheet_discounted_price,price_match_sheet,discount_match_sheet,early_bird_enabled,early_bird_label,notes
ladakh-leh-to-leh-with-turtuk,Leh-Leh with Turtuk 5N6D,2026-04-15,RE Himalayan - Solo - Double Sharing,,31000,3000,28000,31000,28000,yes,yes,true,Early Bird Summer Sale,
ladakh-leh-to-leh-with-turtuk,Leh-Leh with Turtuk 5N6D,2026-04-15,RE Himalayan - Solo - Triple Sharing,,28000,3000,25000,28000,25000,yes,yes,true,Early Bird Summer Sale,
ladakh-leh-to-leh-with-turtuk,Leh-Leh with Turtuk 5N6D,2026-04-15,SIC (Seat in Coach) - Double Sharing,,22000,2000,20000,,,,,true,Early Bird Summer Sale,variant not found in sheet map
ladakh-leh-to-leh-with-turtuk,Leh-Leh with Turtuk 5N6D,2026-04-15,SIC (Seat in Coach) - Triple Sharing,,19000,2000,17000,19000,17000,yes,yes,true,Early Bird Summer Sale,
ladakh-leh-to-leh-with-turtuk,Leh-Leh with Turtuk 5N6D,2026-04-15,SIC (Seat in Coach)- Double Sharing,,22000,2000,20000,22000,20000,yes,yes,true,Early Bird Summer Sale,
ladakh-leh-to-leh-with-turtuk,Leh-Leh with Turtuk 5N6D,2026-04-17,RE Himalayan - Double - Triple Sharing,,23000,3000,20000,,,,,true,Early Bird Summer Sale,variant not found in sheet map
ladakh-leh-to-leh-with-turtuk,Leh-Leh with Turtuk 5N6D,2026-04-17,RE Himalayan - Double Sharing - Double,,26000,3000,23000,,,,,true,Early Bird Summer Sale,variant not found in sheet map
ladakh-leh-to-leh-with-turtuk,Leh-Leh with Turtuk 5N6D,2026-04-17,RE Himalayan - Pillion - Double Sharing,,26000,3000,23000,26000,23000,yes,yes,true,Early Bird Summer Sale,
ladakh-leh-to-leh-with-turtuk,Leh-Leh with Turtuk 5N6D,2026-04-17,RE Himalayan - Pillion - Triple Sharing,,23000,3000,20000,23000,20000,yes,yes,true,Early Bird Summer Sale,
ladakh-leh-to-leh-with-turtuk,Leh-Leh with Turtuk 5N6D,2026-04-17,RE Himalayan - Solo - Double Sharing,,31000,3000,28000,31000,28000,yes,yes,true,Early Bird Summer Sale,
ladakh-leh-to-leh-with-turtuk,Leh-Leh with Turtuk 5N6D,2026-04-17,RE Himalayan - Solo - Triple Sharing,,28000,3000,25000,28000,25000,yes,yes,true,Early Bird Summer Sale,
ladakh-leh-to-leh-with-turtuk,Leh-Leh with Turtuk 5N6D,2026-04-17,SIC (Seat in Coach) - Double Sharing,,22000,2000,20000,,,,,true,Early Bird Summer Sale,variant not found in sheet map
ladakh-leh-to-leh-with-turtuk,Leh-Leh with Turtuk 5N6D,2026-04-17,SIC (Seat in Coach) - Triple Sharing,,19000,2000,17000,19000,17000,yes,yes,true,Early Bird Summer Sale,
ladakh-leh-to-leh-with-turtuk,Leh-Leh with Turtuk 5N6D,2026-04-17,SIC (Seat in Coach)- Double Sharing,,22000,2000,20000,22000,20000,yes,yes,true,Early Bird Summer Sale,
ladakh-leh-to-leh-with-turtuk,Leh-Leh with Turtuk 5N6D,2026-04-20,RE Himalayan - Double - Triple Sharing,,23000,3000,20000,,,,,true,Early Bird Summer Sale,variant not found in sheet map
ladakh-leh-to-leh-with-turtuk,Leh-Leh with Turtuk 5N6D,2026-04-20,RE Himalayan - Double Sharing - Double,,26000,3000,23000,,,,,true,Early Bird Summer Sale,variant not found in sheet map
ladakh-leh-to-leh-with-turtuk,Leh-Leh with Turtuk 5N6D,2026-04-20,RE Himalayan - Pillion - Double Sharing,,26000,3000,23000,26000,23000,yes,yes,true,Early Bird Summer Sale,
ladakh-leh-to-leh-with-turtuk,Leh-Leh with Turtuk 5N6D,2026-04-20,RE Himalayan - Pillion - Triple Sharing,,23000,3000,20000,23000,20000,yes,yes,true,Early Bird Summer Sale,
ladakh-leh-to-leh-with-turtuk,Leh-Leh with Turtuk 5N6D,2026-04-20,RE Himalayan - Solo - Double Sharing,,31000,3000,28000,31000,28000,yes,yes,true,Early Bird Summer Sale,
ladakh-leh-to-leh-with-turtuk,Leh-Leh with Turtuk 5N6D,2026-04-20,RE Himalayan - Solo - Double Sharing,,31000,3000,28000,31000,28000,yes,yes,true,Early Bird Summer Sale,
ladakh-leh-to-leh-with-turtuk,Leh-Leh with Turtuk 5N6D,2026-04-20,RE Himalayan - Solo - Triple Sharing,,28000,3000,25000,28000,25000,yes,yes,true,Early Bird Summer Sale,
ladakh-leh-to-leh-with-turtuk,Leh-Leh with Turtuk 5N6D,2026-04-20,SIC (Seat in Coach) - Double Sharing,,22000,2000,20000,,,,,true,Early Bird Summer Sale,variant not found in sheet map
ladakh-leh-to-leh-with-turtuk,Leh-Leh with Turtuk 5N6D,2026-04-20,SIC (Seat in Coach) - Triple Sharing,,19000,2000,17000,19000,17000,yes,yes,true,Early Bird Summer Sale,
ladakh-leh-to-leh-with-turtuk,Leh-Leh with Turtuk 5N6D,2026-04-20,SIC (Seat in Coach)- Double Sharing,,22000,2000,20000,22000,20000,yes,yes,true,Early Bird Summer Sale,
ladakh-leh-to-leh-with-turtuk,Leh-Leh with Turtuk 5N6D,2026-04-22,RE Himalayan - Pillion - Double Sharing,,26000,3000,23000,26000,23000,yes,yes,true,Early Bird Summer Sale,
ladakh-leh-to-leh-with-turtuk,Leh-Leh with Turtuk 5N6D,2026-04-22,RE Himalayan - Pillion - Triple Sharing,,23000,3000,20000,23000,20000,yes,yes,true,Early Bird Summer Sale,
ladakh-leh-to-leh-with-turtuk,Leh-Leh with Turtuk 5N6D,2026-04-22,RE Himalayan - Solo - Double Sharing,,31000,3000,28000,31000,28000,yes,yes,true,Early Bird Summer Sale,
ladakh-leh-to-leh-with-turtuk,Leh-Leh with Turtuk 5N6D,2026-04-22,RE Himalayan - Solo - Triple Sharing,,28000,3000,25000,28000,25000,yes,yes,true,Early Bird Summer Sale,
ladakh-leh-to-leh-with-turtuk,Leh-Leh with Turtuk 5N6D,2026-04-22,SIC (Seat in Coach) - Double Sharing,,22000,2000,20000,,,,,true,Early Bird Summer Sale,variant not found in sheet map
ladakh-leh-to-leh-with-turtuk,Leh-Leh with Turtuk 5N6D,2026-04-22,SIC (Seat in Coach) - Triple Sharing,,19000,2000,17000,19000,17000,yes,yes,true,Early Bird Summer Sale,
ladakh-leh-to-leh-with-turtuk,Leh-Leh with Turtuk 5N6D,2026-04-24,RE Himalayan - Pillion - Double Sharing,,26000,3000,23000,26000,23000,yes,yes,true,Early Bird Summer Sale,
ladakh-leh-to-leh-with-turtuk,Leh-Leh with Turtuk 5N6D,2026-04-24,RE Himalayan - Pillion - Triple Sharing,,23000,3000,20000,23000,20000,yes,yes,true,Early Bird Summer Sale,
ladakh-leh-to-leh-with-turtuk,Leh-Leh with Turtuk 5N6D,2026-04-24,RE Himalayan - Solo - Double Sharing,,31000,3000,28000,31000,28000,yes,yes,true,Early Bird Summer Sale,
ladakh-leh-to-leh-with-turtuk,Leh-Leh with Turtuk 5N6D,2026-04-24,RE Himalayan - Solo - Triple Sharing,,28000,3000,25000,28000,25000,yes,yes,true,Early Bird Summer Sale,
ladakh-leh-to-leh-with-turtuk,Leh-Leh with Turtuk 5N6D,2026-04-24,SIC (Seat in Coach) - Double Sharing,,22000,2000,20000,,,,,true,Early Bird Summer Sale,variant not found in sheet map
ladakh-leh-to-leh-with-turtuk,Leh-Leh with Turtuk 5N6D,2026-04-24,SIC (Seat in Coach) - Triple Sharing,,19000,2000,17000,19000,17000,yes,yes,true,Early Bird Summer Sale,
ladakh-leh-to-leh-with-turtuk,Leh-Leh with Turtuk 5N6D,2026-04-27,RE Himalayan - Pillion - Double Sharing,,26000,3000,23000,26000,23000,yes,yes,true,Early Bird Summer Sale,
ladakh-leh-to-leh-with-turtuk,Leh-Leh with Turtuk 5N6D,2026-04-27,RE Himalayan - Pillion - Triple Sharing,,23000,3000,20000,23000,20000,yes,yes,true,Early Bird Summer Sale,
ladakh-leh-to-leh-with-turtuk,Leh-Leh with Turtuk 5N6D,2026-04-27,RE Himalayan - Solo - Double Sharing,,31000,3000,28000,31000,28000,yes,yes,true,Early Bird Summer Sale,
ladakh-leh-to-leh-with-turtuk,Leh-Leh with Turtuk 5N6D,2026-04-27,RE Himalayan - Solo - Triple Sharing,,28000,3000,25000,28000,25000,yes,yes,true,Early Bird Summer Sale,
ladakh-leh-to-leh-with-turtuk,Leh-Leh with Turtuk 5N6D,2026-04-27,SIC (Seat in Coach) - Double Sharing,,22000,2000,20000,,,,,true,Early Bird Summer Sale,variant not found in sheet map
ladakh-leh-to-leh-with-turtuk,Leh-Leh with Turtuk 5N6D,2026-04-27,SIC (Seat in Coach) - Triple Sharing,,19000,2000,17000,19000,17000,yes,yes,true,Early Bird Summer Sale,
ladakh-leh-to-leh-with-turtuk,Leh-Leh with Turtuk 5N6D,2026-04-29,RE Himalayan - Pillion - Double Sharing,,26000,3000,23000,26000,23000,yes,yes,true,Early Bird Summer Sale,
ladakh-leh-to-leh-with-turtuk,Leh-Leh with Turtuk 5N6D,2026-04-29,RE Himalayan - Pillion - Triple Sharing,,23000,3000,20000,23000,20000,yes,yes,true,Early Bird Summer Sale,
ladakh-leh-to-leh-with-turtuk,Leh-Leh with Turtuk 5N6D,2026-04-29,RE Himalayan - Solo - Double Sharing,,31000,3000,28000,31000,28000,yes,yes,true,Early Bird Summer Sale,
ladakh-leh-to-leh-with-turtuk,Leh-Leh with Turtuk 5N6D,2026-04-29,RE Himalayan - Solo - Triple Sharing,,28000,3000,25000,28000,25000,yes,yes,true,Early Bird Summer Sale,
ladakh-leh-to-leh-with-turtuk,Leh-Leh with Turtuk 5N6D,2026-04-29,SIC (Seat in Coach) - Double Sharing,,22000,2000,20000,,,,,true,Early Bird Summer Sale,variant not found in sheet map
ladakh-leh-to-leh-with-turtuk,Leh-Leh with Turtuk 5N6D,2026-04-29,SIC (Seat in Coach) - Triple Sharing,,19000,2000,17000,19000,17000,yes,yes,true,Early Bird Summer Sale,
ladakh-leh-to-leh-with-turtuk,Leh-Leh with Turtuk 5N6D,2026-05-01,RE Himalayan - Pillion - Double Sharing,,26000,3000,23000,26000,23000,yes,yes,true,Early Bird Summer Sale,
ladakh-leh-to-leh-with-turtuk,Leh-Leh with Turtuk 5N6D,2026-05-01,RE Himalayan - Pillion - Triple Sharing,,23000,3000,20000,23000,20000,yes,yes,true,Early Bird Summer Sale,
ladakh-leh-to-leh-with-turtuk,Leh-Leh with Turtuk 5N6D,2026-05-01,RE Himalayan - Solo - Double Sharing,,31000,3000,28000,31000,28000,yes,yes,true,Early Bird Summer Sale,
ladakh-leh-to-leh-with-turtuk,Leh-Leh with Turtuk 5N6D,2026-05-01,RE Himalayan - Solo - Triple Sharing,,28000,3000,25000,28000,25000,yes,yes,true,Early Bird Summer Sale,
ladakh-leh-to-leh-with-turtuk,Leh-Leh with Turtuk 5N6D,2026-05-01,SIC (Seat in Coach) - Double Sharing,,22000,2000,20000,,,,,true,Early Bird Summer Sale,variant not found in sheet map
ladakh-leh-to-leh-with-turtuk,Leh-Leh with Turtuk 5N6D,2026-05-01,SIC (Seat in Coach) - Triple Sharing,,19000,2000,17000,19000,17000,yes,yes,true,Early Bird Summer Sale,
ladakh-leh-to-leh-with-turtuk,Leh-Leh with Turtuk 5N6D,2026-05-04,RE Himalayan - Pillion - Double Sharing,,26000,3000,23000,26000,23000,yes,yes,true,Early Bird Summer Sale,
ladakh-leh-to-leh-with-turtuk,Leh-Leh with Turtuk 5N6D,2026-05-04,RE Himalayan - Pillion - Triple Sharing,,23000,3000,20000,23000,20000,yes,yes,true,Early Bird Summer Sale,
ladakh-leh-to-leh-with-turtuk,Leh-Leh with Turtuk 5N6D,2026-05-04,RE Himalayan - Solo - Double Sharing,,31000,3000,28000,31000,28000,yes,yes,true,Early Bird Summer Sale,
ladakh-leh-to-leh-with-turtuk,Leh-Leh with Turtuk 5N6D,2026-05-04,RE Himalayan - Solo - Triple Sharing,,28000,3000,25000,28000,25000,yes,yes,true,Early Bird Summer Sale,
ladakh-leh-to-leh-with-turtuk,Leh-Leh with Turtuk 5N6D,2026-05-04,SIC (Seat in Coach) - Double Sharing,,22000,2000,20000,,,,,true,Early Bird Summer Sale,variant not found in sheet map
ladakh-leh-to-leh-with-turtuk,Leh-Leh with Turtuk 5N6D,2026-05-04,SIC (Seat in Coach) - Triple Sharing,,19000,2000,17000,19000,17000,yes,yes,true,Early Bird Summer Sale,
ladakh-leh-to-leh-with-turtuk,Leh-Leh with Turtuk 5N6D,2026-05-06,RE Himalayan - Pillion - Double Sharing,,26000,3000,23000,26000,23000,yes,yes,true,Early Bird Summer Sale,
ladakh-leh-to-leh-with-turtuk,Leh-Leh with Turtuk 5N6D,2026-05-06,RE Himalayan - Pillion - Triple Sharing,,23000,3000,20000,23000,20000,yes,yes,true,Early Bird Summer Sale,
ladakh-leh-to-leh-with-turtuk,Leh-Leh with Turtuk 5N6D,2026-05-06,RE Himalayan - Solo - Double Sharing,,31000,3000,28000,31000,28000,yes,yes,true,Early Bird Summer Sale,
ladakh-leh-to-leh-with-turtuk,Leh-Leh with Turtuk 5N6D,2026-05-06,RE Himalayan - Solo - Triple Sharing,,28000,3000,25000,28000,25000,yes,yes,true,Early Bird Summer Sale,
ladakh-leh-to-leh-with-turtuk,Leh-Leh with Turtuk 5N6D,2026-05-06,SIC (Seat in Coach) - Double Sharing,,22000,2000,20000,,,,,true,Early Bird Summer Sale,variant not found in sheet map
ladakh-leh-to-leh-with-turtuk,Leh-Leh with Turtuk 5N6D,2026-05-06,SIC (Seat in Coach) - Triple Sharing,,19000,2000,17000,19000,17000,yes,yes,true,Early Bird Summer Sale,
ladakh-leh-to-leh-with-turtuk,Leh-Leh with Turtuk 5N6D,2026-05-08,RE Himalayan - Pillion - Double Sharing,,26000,3000,23000,26000,23000,yes,yes,true,Early Bird Summer Sale,
ladakh-leh-to-leh-with-turtuk,Leh-Leh with Turtuk 5N6D,2026-05-08,RE Himalayan - Pillion - Triple Sharing,,23000,3000,20000,23000,20000,yes,yes,true,Early Bird Summer Sale,
ladakh-leh-to-leh-with-turtuk,Leh-Leh with Turtuk 5N6D,2026-05-08,RE Himalayan - Solo - Double Sharing,,31000,3000,28000,31000,28000,yes,yes,true,Early Bird Summer Sale,
ladakh-leh-to-leh-with-turtuk,Leh-Leh with Turtuk 5N6D,2026-05-08,RE Himalayan - Solo - Triple Sharing,,28000,3000,25000,28000,25000,yes,yes,true,Early Bird Summer Sale,
ladakh-leh-to-leh-with-turtuk,Leh-Leh with Turtuk 5N6D,2026-05-08,SIC (Seat in Coach) - Double Sharing,,22000,2000,20000,,,,,true,Early Bird Summer Sale,variant not found in sheet map
ladakh-leh-to-leh-with-turtuk,Leh-Leh with Turtuk 5N6D,2026-05-08,SIC (Seat in Coach) - Triple Sharing,,19000,2000,17000,19000,17000,yes,yes,true,Early Bird Summer Sale,
ladakh-leh-to-leh-with-turtuk,Leh-Leh with Turtuk 5N6D,2026-05-11,RE Himalayan - Pillion - Double Sharing,,26000,3000,23000,26000,23000,yes,yes,true,Early Bird Summer Sale,
ladakh-leh-to-leh-with-turtuk,Leh-Leh with Turtuk 5N6D,2026-05-11,RE Himalayan - Pillion - Triple Sharing,,23000,3000,20000,23000,20000,yes,yes,true,Early Bird Summer Sale,
ladakh-leh-to-leh-with-turtuk,Leh-Leh with Turtuk 5N6D,2026-05-11,RE Himalayan - Solo - Double Sharing,,31000,3000,28000,31000,28000,yes,yes,true,Early Bird Summer Sale,
ladakh-leh-to-leh-with-turtuk,Leh-Leh with Turtuk 5N6D,2026-05-11,RE Himalayan - Solo - Triple Sharing,,28000,3000,25000,28000,25000,yes,yes,true,Early Bird Summer Sale,
ladakh-leh-to-leh-with-turtuk,Leh-Leh with Turtuk 5N6D,2026-05-11,SIC (Seat in Coach) - Double Sharing,,22000,2000,20000,,,,,true,Early Bird Summer Sale,variant not found in sheet map
ladakh-leh-to-leh-with-turtuk,Leh-Leh with Turtuk 5N6D,2026-05-11,SIC (Seat in Coach) - Triple Sharing,,19000,2000,17000,19000,17000,yes,yes,true,Early Bird Summer Sale,
ladakh-leh-to-leh-with-turtuk,Leh-Leh with Turtuk 5N6D,2026-05-13,RE Himalayan - Pillion - Double Sharing,,26000,3000,23000,26000,23000,yes,yes,true,Early Bird Summer Sale,
ladakh-leh-to-leh-with-turtuk,Leh-Leh with Turtuk 5N6D,2026-05-13,RE Himalayan - Pillion - Triple Sharing,,23000,3000,20000,23000,20000,yes,yes,true,Early Bird Summer Sale,
ladakh-leh-to-leh-with-turtuk,Leh-Leh with Turtuk 5N6D,2026-05-13,RE Himalayan - Solo - Double Sharing,,31000,3000,28000,31000,28000,yes,yes,true,Early Bird Summer Sale,
ladakh-leh-to-leh-with-turtuk,Leh-Leh with Turtuk 5N6D,2026-05-13,RE Himalayan - Solo - Triple Sharing,,28000,3000,25000,28000,25000,yes,yes,true,Early Bird Summer Sale,
ladakh-leh-to-leh-with-turtuk,Leh-Leh with Turtuk 5N6D,2026-05-13,SIC (Seat in Coach) - Double Sharing,,22000,2000,20000,,,,,true,Early Bird Summer Sale,variant not found in sheet map
ladakh-leh-to-leh-with-turtuk,Leh-Leh with Turtuk 5N6D,2026-05-13,SIC (Seat in Coach) - Triple Sharing,,19000,2000,17000,19000,17000,yes,yes,true,Early Bird Summer Sale,
ladakh-leh-to-leh-with-turtuk,Leh-Leh with Turtuk 5N6D,2026-05-15,RE Himalayan - Pillion - Double Sharing,,26000,3000,23000,26000,23000,yes,yes,true,Early Bird Summer Sale,
ladakh-leh-to-leh-with-turtuk,Leh-Leh with Turtuk 5N6D,2026-05-15,RE Himalayan - Pillion - Triple Sharing,,23000,3000,20000,23000,20000,yes,yes,true,Early Bird Summer Sale,
ladakh-leh-to-leh-with-turtuk,Leh-Leh with Turtuk 5N6D,2026-05-15,RE Himalayan - Solo - Double Sharing,,31000,3000,28000,31000,28000,yes,yes,true,Early Bird Summer Sale,
ladakh-leh-to-leh-with-turtuk,Leh-Leh with Turtuk 5N6D,2026-05-15,RE Himalayan - Solo - Triple Sharing,,28000,3000,25000,28000,25000,yes,yes,true,Early Bird Summer Sale,
ladakh-leh-to-leh-with-turtuk,Leh-Leh with Turtuk 5N6D,2026-05-15,SIC (Seat in Coach) - Double Sharing,,22000,2000,20000,,,,,true,Early Bird Summer Sale,variant not found in sheet map
ladakh-leh-to-leh-with-turtuk,Leh-Leh with Turtuk 5N6D,2026-05-15,SIC (Seat in Coach) - Triple Sharing,,19000,2000,17000,19000,17000,yes,yes,true,Early Bird Summer Sale,
ladakh-leh-to-leh-with-turtuk,Leh-Leh with Turtuk 5N6D,2026-05-18,RE Himalayan - Pillion - Double Sharing,,26000,3000,23000,26000,23000,yes,yes,true,Early Bird Summer Sale,
ladakh-leh-to-leh-with-turtuk,Leh-Leh with Turtuk 5N6D,2026-05-18,RE Himalayan - Pillion - Triple Sharing,,23000,3000,20000,23000,20000,yes,yes,true,Early Bird Summer Sale,
ladakh-leh-to-leh-with-turtuk,Leh-Leh with Turtuk 5N6D,2026-05-18,RE Himalayan - Solo - Double Sharing,,31000,3000,28000,31000,28000,yes,yes,true,Early Bird Summer Sale,
ladakh-leh-to-leh-with-turtuk,Leh-Leh with Turtuk 5N6D,2026-05-18,RE Himalayan - Solo - Triple Sharing,,28000,3000,25000,28000,25000,yes,yes,true,Early Bird Summer Sale,
ladakh-leh-to-leh-with-turtuk,Leh-Leh with Turtuk 5N6D,2026-05-18,SIC (Seat in Coach) - Double Sharing,,22000,2000,20000,,,,,true,Early Bird Summer Sale,variant not found in sheet map
ladakh-leh-to-leh-with-turtuk,Leh-Leh with Turtuk 5N6D,2026-05-18,SIC (Seat in Coach) - Triple Sharing,,19000,2000,17000,19000,17000,yes,yes,true,Early Bird Summer Sale,
ladakh-leh-to-leh-with-turtuk,Leh-Leh with Turtuk 5N6D,2026-05-20,RE Himalayan - Pillion - Double Sharing,,26000,3000,23000,26000,23000,yes,yes,true,Early Bird Summer Sale,
ladakh-leh-to-leh-with-turtuk,Leh-Leh with Turtuk 5N6D,2026-05-20,RE Himalayan - Pillion - Triple Sharing,,23000,3000,20000,23000,20000,yes,yes,true,Early Bird Summer Sale,
ladakh-leh-to-leh-with-turtuk,Leh-Leh with Turtuk 5N6D,2026-05-20,RE Himalayan - Solo - Double Sharing,,31000,3000,28000,31000,28000,yes,yes,true,Early Bird Summer Sale,
ladakh-leh-to-leh-with-turtuk,Leh-Leh with Turtuk 5N6D,2026-05-20,RE Himalayan - Solo - Triple Sharing,,28000,3000,25000,28000,25000,yes,yes,true,Early Bird Summer Sale,
ladakh-leh-to-leh-with-turtuk,Leh-Leh with Turtuk 5N6D,2026-05-20,SIC (Seat in Coach) - Double Sharing,,22000,2000,20000,,,,,true,Early Bird Summer Sale,variant not found in sheet map
ladakh-leh-to-leh-with-turtuk,Leh-Leh with Turtuk 5N6D,2026-05-20,SIC (Seat in Coach) - Triple Sharing,,19000,2000,17000,19000,17000,yes,yes,true,Early Bird Summer Sale,
ladakh-leh-to-leh-with-turtuk,Leh-Leh with Turtuk 5N6D,2026-05-22,RE Himalayan - Pillion - Double Sharing,,26000,3000,23000,26000,23000,yes,yes,true,Early Bird Summer Sale,
ladakh-leh-to-leh-with-turtuk,Leh-Leh with Turtuk 5N6D,2026-05-22,RE Himalayan - Pillion - Triple Sharing,,23000,3000,20000,23000,20000,yes,yes,true,Early Bird Summer Sale,
ladakh-leh-to-leh-with-turtuk,Leh-Leh with Turtuk 5N6D,2026-05-22,RE Himalayan - Solo - Double Sharing,,31000,3000,28000,31000,28000,yes,yes,true,Early Bird Summer Sale,
ladakh-leh-to-leh-with-turtuk,Leh-Leh with Turtuk 5N6D,2026-05-22,RE Himalayan - Solo - Triple Sharing,,28000,3000,25000,28000,25000,yes,yes,true,Early Bird Summer Sale,
ladakh-leh-to-leh-with-turtuk,Leh-Leh with Turtuk 5N6D,2026-05-22,SIC (Seat in Coach) - Double Sharing,,22000,2000,20000,,,,,true,Early Bird Summer Sale,variant not found in sheet map
ladakh-leh-to-leh-with-turtuk,Leh-Leh with Turtuk 5N6D,2026-05-22,SIC (Seat in Coach) - Triple Sharing,,19000,2000,17000,19000,17000,yes,yes,true,Early Bird Summer Sale,
ladakh-leh-to-leh-with-turtuk,Leh-Leh with Turtuk 5N6D,2026-05-25,RE Himalayan - Pillion - Double Sharing,,26000,3000,23000,26000,23000,yes,yes,true,Early Bird Summer Sale,
ladakh-leh-to-leh-with-turtuk,Leh-Leh with Turtuk 5N6D,2026-05-25,RE Himalayan - Pillion - Triple Sharing,,23000,3000,20000,23000,20000,yes,yes,true,Early Bird Summer Sale,
ladakh-leh-to-leh-with-turtuk,Leh-Leh with Turtuk 5N6D,2026-05-25,RE Himalayan - Solo - Double Sharing,,31000,3000,28000,31000,28000,yes,yes,true,Early Bird Summer Sale,
ladakh-leh-to-leh-with-turtuk,Leh-Leh with Turtuk 5N6D,2026-05-25,RE Himalayan - Solo - Triple Sharing,,28000,3000,25000,28000,25000,yes,yes,true,Early Bird Summer Sale,
ladakh-leh-to-leh-with-turtuk,Leh-Leh with Turtuk 5N6D,2026-05-25,SIC (Seat in Coach) - Double Sharing,,22000,2000,20000,,,,,true,Early Bird Summer Sale,variant not found in sheet map
ladakh-leh-to-leh-with-turtuk,Leh-Leh with Turtuk 5N6D,2026-05-25,SIC (Seat in Coach) - Triple Sharing,,19000,2000,17000,19000,17000,yes,yes,true,Early Bird Summer Sale,
ladakh-leh-to-leh-with-turtuk,Leh-Leh with Turtuk 5N6D,2026-05-27,RE Himalayan - Pillion - Double Sharing,,26000,3000,23000,26000,23000,yes,yes,true,Early Bird Summer Sale,
ladakh-leh-to-leh-with-turtuk,Leh-Leh with Turtuk 5N6D,2026-05-27,RE Himalayan - Pillion - Triple Sharing,,23000,3000,20000,23000,20000,yes,yes,true,Early Bird Summer Sale,
ladakh-leh-to-leh-with-turtuk,Leh-Leh with Turtuk 5N6D,2026-05-27,RE Himalayan - Solo - Double Sharing,,31000,3000,28000,31000,28000,yes,yes,true,Early Bird Summer Sale,
ladakh-leh-to-leh-with-turtuk,Leh-Leh with Turtuk 5N6D,2026-05-27,RE Himalayan - Solo - Triple Sharing,,28000,3000,25000,28000,25000,yes,yes,true,Early Bird Summer Sale,
ladakh-leh-to-leh-with-turtuk,Leh-Leh with Turtuk 5N6D,2026-05-27,SIC (Seat in Coach) - Double Sharing,,22000,2000,20000,,,,,true,Early Bird Summer Sale,variant not found in sheet map
ladakh-leh-to-leh-with-turtuk,Leh-Leh with Turtuk 5N6D,2026-05-27,SIC (Seat in Coach) - Triple Sharing,,19000,2000,17000,19000,17000,yes,yes,true,Early Bird Summer Sale,
ladakh-leh-to-leh-with-turtuk,Leh-Leh with Turtuk 5N6D,2026-05-29,RE Himalayan - Pillion - Double Sharing,,26000,3000,23000,26000,23000,yes,yes,true,Early Bird Summer Sale,
ladakh-leh-to-leh-with-turtuk,Leh-Leh with Turtuk 5N6D,2026-05-29,RE Himalayan - Pillion - Triple Sharing,,23000,3000,20000,23000,20000,yes,yes,true,Early Bird Summer Sale,
ladakh-leh-to-leh-with-turtuk,Leh-Leh with Turtuk 5N6D,2026-05-29,RE Himalayan - Solo - Double Sharing,,31000,3000,28000,31000,28000,yes,yes,true,Early Bird Summer Sale,
ladakh-leh-to-leh-with-turtuk,Leh-Leh with Turtuk 5N6D,2026-05-29,RE Himalayan - Solo - Triple Sharing,,28000,3000,25000,28000,25000,yes,yes,true,Early Bird Summer Sale,
ladakh-leh-to-leh-with-turtuk,Leh-Leh with Turtuk 5N6D,2026-05-29,SIC (Seat in Coach) - Double Sharing,,22000,2000,20000,,,,,true,Early Bird Summer Sale,variant not found in sheet map
ladakh-leh-to-leh-with-turtuk,Leh-Leh with Turtuk 5N6D,2026-05-29,SIC (Seat in Coach) - Triple Sharing,,19000,2000,17000,19000,17000,yes,yes,true,Early Bird Summer Sale,
ladakh-leh-to-leh-with-turtuk,Leh-Leh with Turtuk 5N6D,2026-05-31,RE Himalayan - Pillion - Double Sharing,,26000,3000,23000,26000,23000,yes,yes,true,Early Bird Summer Sale,
ladakh-leh-to-leh-with-turtuk,Leh-Leh with Turtuk 5N6D,2026-05-31,RE Himalayan - Pillion - Triple Sharing,,23000,3000,20000,23000,20000,yes,yes,true,Early Bird Summer Sale,
ladakh-leh-to-leh-with-turtuk,Leh-Leh with Turtuk 5N6D,2026-05-31,RE Himalayan - Solo - Double Sharing,,31000,3000,28000,31000,28000,yes,yes,true,Early Bird Summer Sale,
ladakh-leh-to-leh-with-turtuk,Leh-Leh with Turtuk 5N6D,2026-05-31,RE Himalayan - Solo - Triple Sharing,,28000,3000,25000,28000,25000,yes,yes,true,Early Bird Summer Sale,
ladakh-leh-to-leh-with-turtuk,Leh-Leh with Turtuk 5N6D,2026-05-31,SIC (Seat in Coach) - Double Sharing,,22000,2000,20000,,,,,true,Early Bird Summer Sale,variant not found in sheet map
ladakh-leh-to-leh-with-turtuk,Leh-Leh with Turtuk 5N6D,2026-05-31,SIC (Seat in Coach) - Triple Sharing,,19000,2000,17000,19000,17000,yes,yes,true,Early Bird Summer Sale,
ladakh-leh-to-leh-with-turtuk,Leh-Leh with Turtuk 5N6D,2026-06-02,RE Himalayan - Pillion - Double Sharing,,26000,3000,23000,26000,23000,yes,yes,true,Early Bird Summer Sale,
ladakh-leh-to-leh-with-turtuk,Leh-Leh with Turtuk 5N6D,2026-06-02,RE Himalayan - Pillion - Triple Sharing,,23000,3000,20000,23000,20000,yes,yes,true,Early Bird Summer Sale,
